text,id,lang,created_at,edit_history_tweet_ids,conversation_id,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,in_reply_to_user_id,username,datetime
"Writing well starts with knowing how you sound. ✅

Grammarly’s new voice features describe your writing style (to a tee) and can rewrite text to sound, well, just like you. 😇 If you're a Grammarly Business user, check it out for yourself! https://t.co/juZQDran1o",1747295233614692365,en,2024-01-16T16:30:21.000Z,['1747295233614692365'],1747295233614692365,5,2,15,1,3,3357,,Grammarly,2024-01-16 16:30:21+00:00
"Did you know that 80% of organizations have DEIB initiatives underway, but many struggle to achieve results? 👀

Join us and HR leaders from @indeed, @LatticeHQ, and @prdgm to learn how to implement your DEIB strategies with the right tools. RSVP here 👉 https://t.co/pVI99SCVGW https://t.co/YXHqiWIDin",1746915918523867184,en,2024-01-15T15:23:05.000Z,['1746915918523867184'],1746915918523867184,2,0,14,0,1,3286,,Grammarly,2024-01-15 15:23:05+00:00
"4️⃣ email sign-offs with a personal touch:

📧 I’m looking forward to starting this project with you
📧 Thank you so much for this opportunity
📧 I appreciate your help
📧 Thank you for your hard work",1745849117895458936,en,2024-01-12T16:44:00.000Z,['1745849117895458936'],1745849117895458936,4,2,24,2,3,4926,,Grammarly,2024-01-12 16:44:00+00:00
"Cold doesn’t have to mean stiff. Here’s how to write a thoughtful, professional cold email to kick-start a connection. 🤝 https://t.co/z01jyt9H68",1745484465374175624,en,2024-01-11T16:35:00.000Z,['1745484465374175624'],1745484465374175624,1,2,15,1,3,3262,,Grammarly,2024-01-11 16:35:00+00:00
"Were you the straight talker or the luminary? 🤩  

Swipe through to discover our different communication styles, and head to your inbox to check out what yours was in 2023!",1745145178095059357,en,2024-01-10T18:06:48.000Z,['1745145178095059357'],1745145178095059357,4,4,18,1,1,3531,,Grammarly,2024-01-10 18:06:48+00:00
"“A great tool not just for us as individuals, but for our full extended team.” 🧍👉🧑‍🤝‍🧑🧑‍🤝‍🧑 

Hear how our customers use Grammarly’s team features to write sharper and accomplish more at work. https://t.co/fLEghKDu0q",1744758552797810869,en,2024-01-09T16:30:29.000Z,['1744758552797810869'],1744758552797810869,1,1,13,0,0,2914,,Grammarly,2024-01-09 16:30:29+00:00
Which work skill do you most want to improve?,1744380703976886620,en,2024-01-08T15:29:03.000Z,['1744380703976886620'],1744380703976886620,3,0,7,1,0,3296,,Grammarly,2024-01-08 15:29:03+00:00
"New year, new job? Let Grammarly help you tackle your next job application. 🙌 https://t.co/vlgIVh3nHu",1743352920429478015,en,2024-01-05T19:25:00.000Z,['1743352920429478015'],1743352920429478015,1,0,11,0,0,3678,,Grammarly,2024-01-05 19:25:00+00:00
"Who else wants to work smarter, not harder? 🙌 😏

@bakosjen, a tech marketing professional and Grammarly Ambassador, uses Grammarly to streamline her daily marketing tasks! The best part? She shares all her tricks in the blog post below!👇",1743310436811043166,en,2024-01-05T16:36:11.000Z,['1743310436811043166'],1743310436811043166,3,1,12,0,0,3186,,Grammarly,2024-01-05 16:36:11+00:00
"Who’s energized to kick off the new year with 3 new G2 badges? We are! 🙌 

We’re grateful to our customers for their 4,800+ 5-star reviews of our enterprise product! See what they have to say about us: https://t.co/hi6Acu4TX3 https://t.co/aU1DI2j8HE",1742931428625772933,en,2024-01-04T15:30:09.000Z,['1742931428625772933'],1742931428625772933,2,1,16,1,1,3224,,Grammarly,2024-01-04 15:30:09+00:00
"“At the heart of regulation is the need for a unified approach to responsible AI development and deployment.”

Our CEO, @rahulrc, shares why he believes open-source development is the cornerstone of an innovative AI industry on @WEF’s Agenda blog. 👇 https://t.co/mXUdg4QdNi",1742626383145152876,en,2024-01-03T19:18:00.000Z,['1742626383145152876'],1742626383145152876,0,0,2,0,0,3025,,Grammarly,2024-01-03 19:18:00+00:00
What are your work goals this year? ⬇️,1742571018042912932,en,2024-01-03T15:38:00.000Z,['1742571018042912932'],1742571018042912932,1,4,8,0,2,6598,,Grammarly,2024-01-03 15:38:00+00:00
The first word you find is your writing tone for 2024. What’s yours? 👀 https://t.co/Pmt7xhQuo8,1742214233079578831,en,2024-01-02T16:00:16.000Z,['1742214233079578831'],1742214233079578831,2,13,14,4,0,4976,,Grammarly,2024-01-02 16:00:16+00:00
"We’re ready for you, 2024. 👊 https://t.co/JCf33Z2Grs",1741845301214728392,en,2024-01-01T15:34:16.000Z,['1741845301214728392'],1741845301214728392,5,2,22,0,0,5528,,Grammarly,2024-01-01 15:34:16+00:00
It’s the perfect time of year to slow down and reflect on what matters most. 💭 https://t.co/KXqbmaskO8,1740767915178131675,en,2023-12-29T16:13:07.000Z,['1740767915178131675'],1740767915178131675,2,1,22,0,1,4202,,Grammarly,2023-12-29 16:13:07+00:00
"From launching our new generative AI capabilities to connecting with customers IRL, here’s to looking back on 2023 with gratitude and looking ahead to 2024 with excitement! 🤩 https://t.co/JUpffmVAxT",1740400904333840637,en,2023-12-28T15:54:45.000Z,['1740400904333840637'],1740400904333840637,2,1,15,0,0,3584,,Grammarly,2023-12-28 15:54:45+00:00
What’s one thing you learned in 2023 that you want to bring into 2024? ✨,1740042879798591913,en,2023-12-27T16:12:05.000Z,['1740042879798591913'],1740042879798591913,1,8,12,3,1,6825,,Grammarly,2023-12-27 16:12:05+00:00
How are we feeling on this last week of 2023?,1739711589220253972,en,2023-12-26T18:15:39.000Z,['1739711589220253972'],1739711589220253972,0,0,3,0,0,3599,,Grammarly,2023-12-26 18:15:39+00:00
May your days be bright and your inbox be light. ✨📧 https://t.co/QSIY1F1I0U,1738221633758748675,en,2023-12-22T15:35:06.000Z,['1738221633758748675'],1738221633758748675,1,1,11,0,0,3310,,Grammarly,2023-12-22 15:35:06+00:00
We work at Grammarly—of course we used Grammarly to check the script for this video. 😉 https://t.co/niMiC3tM1O,1737858344109695227,en,2023-12-21T15:31:31.000Z,['1737858344109695227'],1737858344109695227,4,0,16,2,3,3180,,Grammarly,2023-12-21 15:31:31+00:00
"From San Francisco’s wreath-making workshop to Berlin’s end-of-year talent show and disco party, we are grateful for our team members and the opportunity to reflect on a fantastic year. Happy holidays from our team to yours! ✨ 💚 https://t.co/NJfIzdIaWw",1737503308669919651,en,2023-12-20T16:00:44.000Z,['1737503308669919651'],1737503308669919651,1,0,13,0,0,2800,,Grammarly,2023-12-20 16:00:44+00:00
"If you're polishing up your résumé, check for these 7 things before submitting your next application. 👇 
https://t.co/js1kjmMqEV",1737495592136220768,en,2023-12-20T15:30:04.000Z,['1737495592136220768'],1737495592136220768,0,0,9,0,3,2691,,Grammarly,2023-12-20 15:30:04+00:00
How often do you use time-boxing techniques to break your workday into manageable chunks? ⏲️,1737145166409134132,en,2023-12-19T16:17:36.000Z,['1737145166409134132'],1737145166409134132,3,0,5,1,0,3279,,Grammarly,2023-12-19 16:17:36+00:00
"Episode 2 of “Mythbusting Mondays” is here! 🎙️💥

In this new episode, Vikki, our InfoSec Sales Engineer, shares all about data storage and the steps Grammarly takes to provide you with the best, most secure writing assistance. https://t.co/UcHlHnxmXC",1736801155714363781,en,2023-12-18T17:30:38.000Z,['1736801155714363781'],1736801155714363781,1,0,12,1,0,3581,,Grammarly,2023-12-18 17:30:38+00:00
"Our newest hub in Seattle is officially open! 🎉

We’re enthusiastic about how this space will give us opportunities to connect and collaborate in person—and we are eager to create new memories together! 💚

PS: We’re hiring: https://t.co/jMSSq6WyI2 https://t.co/1ZLVurpn9f",1735713959104102725,en,2023-12-15T17:30:30.000Z,['1735713959104102725'],1735713959104102725,0,2,19,0,0,3705,,Grammarly,2023-12-15 17:30:30+00:00
"Struggling with how to politely remind someone to get back to you before the week is over? Here are some tips. 👇
https://t.co/4i3s0ZRdai",1735683890667237834,en,2023-12-15T15:31:01.000Z,['1735683890667237834'],1735683890667237834,2,2,10,2,2,3903,,Grammarly,2023-12-15 15:31:01+00:00
Listen actively and intentionally to collaborate more effectively. 🤝 https://t.co/ZUjB9nCoAI,1735380160256368644,en,2023-12-14T19:24:06.000Z,['1735380160256368644'],1735380160256368644,7,2,21,2,1,4066,,Grammarly,2023-12-14 19:24:06+00:00
"When CEO @dancane of healthcare software company @modmed found his teams could achieve more with better and faster communication, he turned to Grammarly—and got results. 🙌

Hear how ModMed saved 158.3 hours per year per employee and gained 28X ROI with #genAI. 📈 https://t.co/j5KqyN0eR6",1735329078868136325,en,2023-12-14T16:01:07.000Z,['1735329078868136325'],1735329078868136325,3,0,17,0,0,195590,,Grammarly,2023-12-14 16:01:07+00:00
"Make strides in your writing—on the go. Use Grammarly’s generative AI to craft high-quality writing where it’s most convenient for you (AKA anywhere). 📲 

Check it out now on iOS! 👉 https://t.co/AfWQtAqCVx https://t.co/KZPIRGLHI7",1735050853411623064,en,2023-12-13T21:35:33.000Z,['1735050853411623064'],1735050853411623064,9,4,26,5,1,365561,,Grammarly,2023-12-13 21:35:33+00:00
Which of the new features are you most excited to try?,1734620861041119579,en,2023-12-12T17:06:55.000Z,['1734620861041119579'],1734620412766495051,0,0,4,0,0,2242,47191725,Grammarly,2023-12-12 17:06:55+00:00
"Product? Updated. ✨
Productivity? Boosted. 📈",1734620412766495051,en,2023-12-12T17:05:08.000Z,['1734620412766495051'],1734620412766495051,14,6,39,5,3,236207,,Grammarly,2023-12-12 17:05:08+00:00
Word association: What comes to mind when you think of the holiday season? ✨,1734232071856415098,en,2023-12-11T15:22:01.000Z,['1734232071856415098'],1734232071856415098,1,12,14,1,0,6280,,Grammarly,2023-12-11 15:22:01+00:00
"Today we’re welcoming Jennifer Miller as Grammarly’s General Counsel! 🙌 

Her experience working at innovative hyper-growth tech companies makes her the perfect fit to help us scale Grammarly as the leading AI writing partner for work. https://t.co/nRYEqFENwf",1733177193432563970,en,2023-12-08T17:30:18.000Z,['1733177193432563970'],1733177193432563970,5,1,18,0,0,3466,,Grammarly,2023-12-08 17:30:18+00:00
"If you’re not using these Grammarly features for work, you will after watching this. 👇 https://t.co/8II62XBPCF",1732855358966649201,en,2023-12-07T20:11:27.000Z,['1732855358966649201'],1732855358966649201,0,3,32,0,9,264893,,Grammarly,2023-12-07 20:11:27+00:00
"Exciting news—Grammarly is now available in the @MicrosoftStore, making it even easier to improve your writing across all your favorite apps and websites!

Try it today to see the difference it can make 👉 https://t.co/0X2vo9Yvif https://t.co/cUAeSleKP6",1732784050442526755,en,2023-12-07T15:28:05.000Z,['1732784050442526755'],1732784050442526755,0,1,18,2,2,3607,,Grammarly,2023-12-07 15:28:05+00:00
"Did you know businesses using Grammarly save an average of 19 working days per employee per year? 🤯 

Check out more data about how saving time can result in saving money. 👇 https://t.co/XHNwIH7yBS",1732418377077989807,en,2023-12-06T15:15:02.000Z,['1732418377077989807'],1732418377077989807,0,0,9,0,0,2689,,Grammarly,2023-12-06 15:15:02+00:00
Here’s what it’s like during our collaboration weeks at the Grammarly hub in SF! 🌁 https://t.co/PZUYbA36Rl,1732127208683020659,en,2023-12-05T19:58:02.000Z,['1732127208683020659'],1732127208683020659,0,0,6,0,0,2730,,Grammarly,2023-12-05 19:58:02+00:00
"Reframe negative phrases into confident responses at work: 

I don’t know how to do that. 👉 I’ll figure it out.
I can’t finish this on time.  👉  I’ll do my best and let you know if I need more time.
I messed up. 👉  I made a mistake, but I can find a solution.",1732063561612972321,en,2023-12-05T15:45:07.000Z,['1732063561612972321'],1732063561612972321,0,0,15,0,4,3339,,Grammarly,2023-12-05 15:45:07+00:00
"When trust is the foundation of your business, customers value it. 🤝

Q/C: Michael Roseman, COO at @OneSourceV https://t.co/zAd7T0TYiM",1731782543954063790,en,2023-12-04T21:08:28.000Z,['1731782543954063790'],1731782543954063790,1,0,6,0,0,3031,,Grammarly,2023-12-04 21:08:28+00:00
How are you feeling about the fact that it’s December?,1731710972153168253,en,2023-12-04T16:24:04.000Z,['1731710972153168253'],1731710972153168253,1,0,11,0,0,3253,,Grammarly,2023-12-04 16:24:04+00:00
Make the day go more smoothly for you—and your coworkers—with proper email etiquette. 😉 https://t.co/bUuqwpTB2Z,1730629968265203919,en,2023-12-01T16:48:32.000Z,['1730629968265203919'],1730629968265203919,1,2,11,0,1,3352,,Grammarly,2023-12-01 16:48:32+00:00
Your 2023 Writing Wrapped is here. 👇,1730292389594722627,en,2023-11-30T18:27:07.000Z,['1730292389594722627'],1730292389594722627,3,1,10,0,1,3493,,Grammarly,2023-11-30 18:27:07+00:00
"Who doesn't love a good #genAI success story? 🙌 🙋

Hear how our customers transformed their businesses with generative AI this year and get a sneak peak into our 2024 roadmap. 👇 RSVP for our webinar below!",1729893365611974911,en,2023-11-29T16:01:32.000Z,['1729893365611974911'],1729893365611974911,4,1,14,0,0,3243,,Grammarly,2023-11-29 16:01:32+00:00
"When your message is easy to understand, it saves everyone time. ⏰ https://t.co/9FffgFOQA0",1729530870539641115,en,2023-11-28T16:01:07.000Z,['1729530870539641115'],1729530870539641115,2,0,20,0,0,3655,,Grammarly,2023-11-28 16:01:07+00:00
"Every professional’s daily struggle with writing:

 😎 This will take me 5 minutes
 😩 30 minutes later
 😎 This will take me 5 minutes
 😩 30 minutes later
 😎 This will take me 5 minutes",1729167453249257756,en,2023-11-27T15:57:01.000Z,['1729167453249257756'],1729167453249257756,1,2,18,1,0,4069,,Grammarly,2023-11-27 15:57:01+00:00
"The right words aren’t hard to come by as long as you have Grammarly. 🙌

Don’t miss out on our best deal of the year 👉 https://t.co/keQhWSAHbr https://t.co/jXakhTkAfl",1728041090559713395,en,2023-11-24T13:21:16.000Z,['1728041090559713395'],1728041090559713395,10,3,43,1,4,474187,,Grammarly,2023-11-24 13:21:16+00:00
What are you grateful for today? 💚 #Thanksgiving https://t.co/H7u8LL4NTW,1727712635360096707,en,2023-11-23T15:36:06.000Z,['1727712635360096707'],1727712635360096707,2,6,35,0,0,7822,,Grammarly,2023-11-23 15:36:06+00:00
We couldn’t be more thankful for our awesome customers who make Grammarly what it is today. Your support means everything to us! 💚 https://t.co/FwJAav0fkQ,1727369092019978506,en,2023-11-22T16:50:59.000Z,['1727369092019978506'],1727369092019978506,3,1,14,0,0,4060,,Grammarly,2023-11-22 16:50:59+00:00
Here are 8 ways to express gratitude this #Thanksgiving. 🙏 https://t.co/PvdIISB0kI,1727078936973091212,en,2023-11-21T21:38:00.000Z,['1727078936973091212'],1727078936973091212,5,1,13,0,1,3992,,Grammarly,2023-11-21 21:38:00+00:00
Which feature you didn’t previously know about are you most excited to use? 🤔,1726672038948225178,en,2023-11-20T18:41:08.000Z,['1726672038948225178'],1726671726803832832,0,1,5,0,0,2634,47191725,Grammarly,2023-11-20 18:41:08+00:00
Students—this one’s for you. 👀 https://t.co/vj9CaajaJj,1726671726803832832,en,2023-11-20T18:39:54.000Z,['1726671726803832832'],1726671726803832832,2,2,13,0,1,4053,,Grammarly,2023-11-20 18:39:54+00:00
"This recognition from our customers means a lot, and we believe it highlights the value we provide to professionals and businesses every day. 🤝

Learn more about what our customers have to say about us on @Gartner_inc 👉 https://t.co/Q2l6A6OIm6 https://t.co/ln6jli6oks",1725579527869604109,en,2023-11-17T18:19:53.000Z,['1725579527869604109'],1725579527869604109,5,2,21,0,0,280148,,Grammarly,2023-11-17 18:19:53+00:00
"The best teams work to listen, understand, and communicate with empathy. 🤝",1725170865191407678,en,2023-11-16T15:16:01.000Z,['1725170865191407678'],1725170865191407678,0,3,13,2,1,4304,,Grammarly,2023-11-16 15:16:01+00:00
"No one:

Me when Grammarly says, “You made that look easy!”:
💁‍♂️🤩🙌💯",1724897313171075397,en,2023-11-15T21:09:01.000Z,['1724897313171075397'],1724897313171075397,1,2,12,0,0,4188,,Grammarly,2023-11-15 21:09:01+00:00
Marketers: In which areas do you need more support at work? 👀,1724827945813094462,en,2023-11-15T16:33:22.000Z,['1724827945813094462'],1724827945813094462,1,2,6,0,0,3932,,Grammarly,2023-11-15 16:33:22+00:00
Think of your LinkedIn summary as the trailer to the movie of your professional life. Is yours a standout? 🤔 https://t.co/lX38lJGIqm,1724471256282431829,en,2023-11-14T16:56:01.000Z,['1724471256282431829'],1724471256282431829,0,1,7,0,1,3318,,Grammarly,2023-11-14 16:56:01+00:00
"We’re using AI to empower people to do better—not more—work through smoother communication.

Watch our CEO, @rahulrc, talk on @NDTV about how to use AI responsibly and well. 👇 https://t.co/gs1yIAUF44",1724150809569423685,en,2023-11-13T19:42:40.000Z,['1724150809569423685'],1724150809569423685,0,1,4,1,0,6377,,Grammarly,2023-11-13 19:42:40+00:00
Here’s a trick to reach inbox zero before the end of the year: Summarize emails and respond in a flash using our quick-reply feature. 🪄 https://t.co/h6sTLX9s8v,1724083527719727309,en,2023-11-13T15:15:19.000Z,['1724083527719727309'],1724083527719727309,2,2,19,0,1,147264,,Grammarly,2023-11-13 15:15:19+00:00
What’s a catchphrase you like to use that throws people off? 🤭,1723055430664860110,en,2023-11-10T19:10:02.000Z,['1723055430664860110'],1723055430664860110,1,9,14,0,0,9998,,Grammarly,2023-11-10 19:10:02+00:00
Fill in the blank—literally. 😉 https://t.co/ZM7xj6g77D,1722674649819906340,en,2023-11-09T17:56:56.000Z,['1722674649819906340'],1722674649819906340,1,2,19,0,3,75726,,Grammarly,2023-11-09 17:56:56+00:00
"Join our product experts on November 14 to learn how our #genAI features can help you and your team create better content and simplify communication. ✅

You’ll also get a sneak peek of our upcoming voice features. 😉 RSVP below!",1722270967131787397,en,2023-11-08T15:12:51.000Z,['1722270967131787397'],1722270967131787397,0,0,5,0,0,3396,,Grammarly,2023-11-08 15:12:51+00:00
"4️⃣ tips for using email threads effectively to make your workday more productive. 👇 
https://t.co/zk73Gyk9iV",1721970023567147363,en,2023-11-07T19:17:00.000Z,['1721970023567147363'],1721970023567147363,0,0,4,0,0,2581,,Grammarly,2023-11-07 19:17:00+00:00
We’re just making sure our voice still works before our next meeting. 😅 https://t.co/NP3wFdVSBf,1721939638414164440,en,2023-11-07T17:16:16.000Z,['1721939638414164440'],1721939638414164440,0,1,7,0,0,3416,,Grammarly,2023-11-07 17:16:16+00:00
Where do you fall when it comes to business acronyms at your company? 👇,1721612695848284484,en,2023-11-06T19:37:07.000Z,['1721612695848284484'],1721612695848284484,0,1,8,0,0,3585,,Grammarly,2023-11-06 19:37:07+00:00
"Are you ready to bust some myths? 🫵 💭 💥  

Introducing “Mythbusting Mondays,” a video series in which our InfoSec Sales Engineer, Vikki, tackles misconceptions about Grammarly’s privacy and security practices and reveals the truth behind these myths. 🙌 https://t.co/3CIkXydiDn",1721565799456895338,en,2023-11-06T16:30:46.000Z,['1721565799456895338'],1721565799456895338,1,0,10,1,0,4341,,Grammarly,2023-11-06 16:30:46+00:00
These Barbies and Kens took over Grammarly’s San Francisco hub. 🤩 🩷 https://t.co/hdIMrCeN6L,1720520092989972775,en,2023-11-03T19:15:30.000Z,['1720520092989972775'],1720520092989972775,1,1,9,0,1,4287,,Grammarly,2023-11-03 19:15:30+00:00
"We’re curious, how many hours per week do YOU think you spend collaborating with your team? 👀 ⏱️ https://t.co/1xch7O9JPI",1720159111910707664,en,2023-11-02T19:21:05.000Z,['1720159111910707664'],1720159111910707664,0,1,7,0,0,4301,,Grammarly,2023-11-02 19:21:05+00:00
"How does Grammarly foster cross-functional communication and build trust with our teams across the globe? 🌎

Check out the insights from our leaders in @BuiltInSF below! 👇 https://t.co/qRUepC6CaY",1720124872855269393,en,2023-11-02T17:05:02.000Z,['1720124872855269393'],1720124872855269393,0,0,6,0,0,3158,,Grammarly,2023-11-02 17:05:02+00:00
"Sharing how to prioritize mental health at work can benefit us all. 💚

Here are a few ways from our community, The Grammarly Collective. https://t.co/5Oks1snZHP",1719738842859589990,en,2023-11-01T15:31:05.000Z,['1719738842859589990'],1719738842859589990,3,6,14,0,2,5389,,Grammarly,2023-11-01 15:31:05+00:00
Scare someone in the corporate world using 5 words or less. 👇,1719413680729624937,en,2023-10-31T17:59:01.000Z,['1719413680729624937'],1719413680729624937,1,9,8,0,0,8855,,Grammarly,2023-10-31 17:59:01+00:00
Who else is racing against the clock to finish everything before the end of the day? 🙋 👻 #HappyHalloween https://t.co/lOQenOQZJs,1719383862030000355,en,2023-10-31T16:00:31.000Z,['1719383862030000355'],1719383862030000355,3,0,17,1,1,4431,,Grammarly,2023-10-31 16:00:31+00:00
"Generative AI shouldn’t be a nightmare. 😱

Learn from Grammarly’s CISO how to differentiate between the real and overhyped threats of generative #AI and ways to protect your company against them. 👇 https://t.co/hPVNMYuiGL",1719004484742029588,en,2023-10-30T14:53:01.000Z,['1719004484742029588'],1719004484742029588,1,0,13,0,0,3649,,Grammarly,2023-10-30 14:53:01+00:00
It’s always the right time to prioritize better communication to help you and your team succeed. 🤝,1717994607584084135,en,2023-10-27T20:00:07.000Z,['1717994607584084135'],1717994607584084135,0,2,10,1,0,5936,,Grammarly,2023-10-27 20:00:07+00:00
"How to translate “That’s not my job” into corporate speak. 👇

#WorkHumor #CorporateJargon https://t.co/O3hcNuYS1o",1717929237041029488,en,2023-10-27T15:40:22.000Z,['1717929237041029488'],1717929237041029488,4,1,29,0,6,5713,,Grammarly,2023-10-27 15:40:22+00:00
"Spooky season is upon us, and with it come the horrors of these communication faux pas! 😱 Which one is your worst nightmare?",1717580526037672188,en,2023-10-26T16:34:43.000Z,['1717580526037672188'],1717580526037672188,2,3,10,0,0,3930,,Grammarly,2023-10-26 16:34:43+00:00
Better communication ➡️ better results. https://t.co/H6DsaMHdIo,1717298139860984239,en,2023-10-25T21:52:37.000Z,['1717298139860984239'],1717298139860984239,2,0,11,0,1,4357,,Grammarly,2023-10-25 21:52:37+00:00
"We could tell you that Grammarly is the leading AI writing partner for the enterprise. Or, we could show you. 👇",1717244295038521616,en,2023-10-25T18:18:39.000Z,['1717244295038521616'],1717244295038521616,6,0,13,1,0,4474,,Grammarly,2023-10-25 18:18:39+00:00
"Writing a sensitive message can be tricky. At Grammarly, we believe that #AI can be a powerful tool, but we also know that what works in one context might not in another.

Learn more about how we handle delicate and sensitive writing suggestions. ✍️ https://t.co/PBw8UH6pwd",1716893070497591319,en,2023-10-24T19:03:00.000Z,['1716893070497591319'],1716893070497591319,2,0,6,0,0,3359,,Grammarly,2023-10-24 19:03:00+00:00
"Watch our CEO, @rahulrc, share how Grammarly stays committed to solving real user problems and why company culture is important to product development. https://t.co/3yLYqh827b",1716850182963515652,en,2023-10-24T16:12:35.000Z,['1716850182963515652'],1716850182963515652,0,0,9,0,0,5183,,Grammarly,2023-10-24 16:12:35+00:00
"If you had an extra 2 hours in your workday, how would you use them?",1716545629823123584,en,2023-10-23T20:02:24.000Z,['1716545629823123584'],1716545629823123584,2,2,9,2,0,5168,,Grammarly,2023-10-23 20:02:24+00:00
Don’t let the wrong email sign-off undermine your important message. Here’s how to end on a good note. 👋 https://t.co/OjFgrsHyn7,1716480099266986057,en,2023-10-23T15:42:00.000Z,['1716480099266986057'],1716480099266986057,2,0,11,0,1,4423,,Grammarly,2023-10-23 15:42:00+00:00
"This week’s Gartner IT Symposium was one for the books! 🙌

Our team had a great time connecting with IT leaders and sharing how to bring safe and responsible #AI to companies so that they can get their work done faster and better. 🤝 #GartnerSYM https://t.co/SbkxN3owhC",1715405119280353666,en,2023-10-20T16:30:25.000Z,['1715405119280353666'],1715405119280353666,3,0,12,1,0,5530,,Grammarly,2023-10-20 16:30:25+00:00
How would you rate your company’s internal communication? 🤔,1715104152270057636,en,2023-10-19T20:34:29.000Z,['1715104152270057636'],1715104152270057636,0,1,5,0,0,5279,,Grammarly,2023-10-19 20:34:29+00:00
A small shift in language can make a big difference in what you achieve. 🙌,1715046151756382422,en,2023-10-19T16:44:01.000Z,['1715046151756382422'],1715046151756382422,3,3,22,0,0,5370,,Grammarly,2023-10-19 16:44:01+00:00
Why is developing your communication skills at work important to you? To improve . . . 👇,1714721707292852296,en,2023-10-18T19:14:47.000Z,['1714721707292852296'],1714721707292852296,1,3,6,0,0,5669,,Grammarly,2023-10-18 19:14:47+00:00
"We use responsible AI to augment—not replace—students’ critical-thinking and communication skills and help institutions better prepare students for their future. 🤝

Click below to discover more about the #AI innovations changing the learning experience.",1714660865868451933,en,2023-10-18T15:13:01.000Z,['1714660865868451933'],1714660865868451933,1,0,8,0,2,4015,,Grammarly,2023-10-18 15:13:01+00:00
"Attending the Gartner®️ IT Symposium/Xpo™️ in Orlando? 👋 Join the Grammarly team for an intimate networking hour!

Stop by to connect and enjoy food and drinks with your peers. Oh, and did we mention prizes? RSVP below! 👇 #GartnerSYM",1714354771891798030,en,2023-10-17T18:56:43.000Z,['1714354771891798030'],1714354771891798030,1,0,12,0,0,4181,,Grammarly,2023-10-17 18:56:43+00:00
"“Solutions that are designed to improve internal team skills and productivity will naturally have a positive impact on customer interactions and brand image.” 

Great read in @cmswire on setting an intentional #genAI strategy in CX and marketing! 👇",1714302827718451480,en,2023-10-17T15:30:18.000Z,['1714302827718451480'],1714302827718451480,0,0,9,0,0,3326,,Grammarly,2023-10-17 15:30:18+00:00
"Time is precious—we’re here to help you make the most of it. ⏳ 

What could you and your team achieve with an extra day each week? https://t.co/OqqHtr7Ylo",1714003551653966151,en,2023-10-16T19:41:06.000Z,['1714003551653966151'],1714003551653966151,2,0,8,0,0,4349,,Grammarly,2023-10-16 19:41:06+00:00
"IT leaders at #GartnerSYM: Do you want to save your organization time and money without creating new security concerns? Us, too!

Meet our team at booth #1007, and don’t miss our CISO’s session, “The CIO Playbook for Minimizing the Risk of Generative AI,” on Oct. 19! 👇",1713940629670248742,en,2023-10-16T15:31:04.000Z,['1713940629670248742'],1713940629670248742,0,0,6,0,0,3720,,Grammarly,2023-10-16 15:31:04+00:00
"With so many marketing acronyms out there, who can remember them all? 😅 https://t.co/KMjFj1kOWE",1712897946692292941,en,2023-10-13T18:27:49.000Z,['1712897946692292941'],1712897946692292941,4,7,40,2,5,307413,,Grammarly,2023-10-13 18:27:49+00:00
"Our Grammarly for Education team had a blast at @educause this week! 🙌

If you’re an educator who’s curious about how to help empower your students this back-to-school season, here’s how we can help 👉 https://t.co/5s6QgemEBx

#EDU23 https://t.co/aWQAuFkGYJ",1712862870457774225,en,2023-10-13T16:08:26.000Z,['1712862870457774225'],1712862870457774225,0,3,14,0,0,3695,,Grammarly,2023-10-13 16:08:26+00:00
"To continue our #HispanicHeritageMonth celebrations, we held a DJ battle featuring the favorite LatinX songs from our Mi Gente Latina circle groups! 🎵

Drop yours below and enjoy the playlist here 👉 https://t.co/t8qKDHLdaK https://t.co/eUmJWSQrV4",1712523551826141512,en,2023-10-12T17:40:06.000Z,['1712523551826141512'],1712523551826141512,0,1,7,1,1,3543,,Grammarly,2023-10-12 17:40:06+00:00
"Who else can say they’re among the top 100 people (according to @ThisIsInsider, at least 😉) committed to making AI smarter, safer, and better? 

Our CEO, @rahulrc, can—and he’s in good company! 👏 Check out the full list! 🏅 https://t.co/uJwiNgGJ0w",1712486289633616275,en,2023-10-12T15:12:02.000Z,['1712486289633616275'],1712486289633616275,1,0,7,0,0,2336,,Grammarly,2023-10-12 15:12:02+00:00
"Nix these filler words to sound more confident:

🚫 Basically
🚫 Just
🚫 Very/Really/Highly
🚫 Needless to say",1712177245983314252,en,2023-10-11T18:44:00.000Z,['1712177245983314252'],1712177245983314252,3,0,20,1,2,5559,,Grammarly,2023-10-11 18:44:00+00:00
"We’re proud to be #1 on G2’s AI writing assistance Fall Grid Report—chosen by users like you! 🫵 

See our latest reviews to learn why verified customers love and trust us 👉 https://t.co/hi6Acu4m7v https://t.co/cL2D4MIIMo",1712128463837008273,en,2023-10-11T15:30:10.000Z,['1712128463837008273'],1712128463837008273,10,2,23,4,1,4713,,Grammarly,2023-10-11 15:30:10+00:00
